,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
251,0.05687670154492079,0.027260951483749414,0.06602867409014905,0.01109963861641714,0.0,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.1290935178933153,0.024571163653222074,0.3428553210482689,0.28466796875000006,0.03414080902666706,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.48765107724645296,0.0,0.0,0.5818689631095078,0.05784110932352716,0.0,0.01711867666859011,0.0,0.0,0.09562739284377789
253,0.8934955882835307,0.846767545925577,0.9747411860969796,0.6678368611254518,0.0,0.5367981101217518,0.8196196827685651,0.8785693833459147,0.9355370298565335,0.720604180471056,0.3278320740607029,0.6799958521821412,0.9761552188935718,0.7548236716018475,0.8722569209993247,0.4811895808650561,0.8940253777976153,0.9426676432291667,0.5939744670951232,0.0,0.0,0.0,0.8831425897934213,0.9001781235232106,0.0,1.0,0.8764271578626883,0.9088211334807401,0.9399754845629357,0.0,0.0,0.0,0.0,0.0
255,0.9835667661626268,0.9713259538389072,0.9221601622256217,0.9683531233866804,0.9734315211898058,0.3465901715947146,0.9847242249459263,1.0000000000000002,1.0,0.45608698271188475,0.07452487170891461,0.7391670663262,1.0,0.9263607717874565,0.05156988521269413,0.1641855114270506,0.031116495568449917,0.0,0.9182249105766717,0.9522696929238985,0.0,0.9856074766355141,0.9819693370762255,1.0,1.0,0.4762532981530343,0.9809331709544833,1.0,1.0,0.0,0.11322690260947617,0.0,0.0,0.0
286,0.8934955882835307,0.846767545925577,0.9221601622256217,0.6678368611254518,0.0,0.2951117572233327,0.8196196827685651,0.8785693833459147,0.9355370298565335,0.35509909041624,0.02091338095360891,0.4580487109359811,0.9406538330105936,0.6743859800578411,0.05156988521269413,0.11981661773038686,0.031116495568449917,0.0,0.44060255329048775,0.0,0.0,0.0,0.8831425897934213,0.9001781235232106,0.9686459975477316,0.0,0.8764271578626883,0.9088211334807401,0.9399754845629357,0.0,0.11322690260947617,0.0,0.0,0.9188807967989867
287,0.9835667661626268,0.9713259538389072,0.9221601622256217,0.9683531233866804,0.9734315211898058,0.20876924275070743,0.9847242249459263,1.0000000000000002,1.0,0.13774772604059995,0.003842285773227778,0.7391670663262,1.0,0.9263607717874565,0.05156988521269413,0.1641855114270506,0.031116495568449917,0.0,0.9182249105766717,0.9522696929238985,0.0,0.955607476635514,0.9819693370762255,1.0,0.0,0.0,0.9809331709544833,1.0,1.0,0.0,0.0,0.0,0.0,1.0
299,0.8934955882835307,0.846767545925577,0.9747411860969796,0.6678368611254518,0.0,0.2951117572233327,0.8196196827685651,0.8785693833459147,0.9355370298565335,0.3884856333955785,0.02091338095360891,0.6403582677675668,0.9761552188935718,0.7548236716018475,0.8476958136394328,0.3419358162056354,0.875565899381496,0.907958984375,0.5939744670951232,0.0,0.0,0.0,0.8831425897934213,0.9001781235232106,0.0,0.0,0.8764271578626883,0.9088211334807401,0.9399754845629357,0.0,0.0,0.0,0.0,0.9188807967989867
300,0.8934955882835307,0.846767545925577,0.9221601622256217,0.6678368611254518,0.0,0.3465901715947146,0.8196196827685651,0.8785693833459147,0.9355370298565335,0.45608698271188475,0.07452487170891461,0.4580487109359811,0.9406538330105936,0.6743859800578411,0.05156988521269413,0.11981661773038686,0.031116495568449917,0.0,0.44060255329048775,0.0,0.0,0.0,0.8831425897934213,0.9001781235232106,0.0,0.4762532981530343,0.8764271578626883,0.9088211334807401,0.9399754845629357,0.0,0.0,0.0,0.0,0.9188807967989867
301,0.8934955882835307,0.846767545925577,0.9747411860969796,0.6678368611254518,0.0,0.20876924275070743,0.8196196827685651,0.8785693833459147,0.9355370298565335,0.13774772604059995,0.003842285773227778,0.6610714332006897,0.9761552188935718,0.7548236716018475,0.8722569209993247,0.395405140884974,0.8940253777976153,0.9426676432291667,0.5939744670951232,0.0,0.0,0.0,0.8831425897934213,0.9001781235232106,0.0,0.0,0.8764271578626883,0.9088211334807401,0.9399754845629357,0.0,0.0,0.0,0.0,0.9188807967989867
302,0.8934955882835307,0.846767545925577,0.4217866163862108,0.6678368611254518,0.0,0.3465901715947146,0.8196196827685651,0.8785693833459147,0.9355370298565335,0.45608698271188475,0.048479847340055185,0.5789187157318955,0.9761552188935718,0.7548236716018475,0.05156988521269413,0.1641855114270506,0.031116495568449917,0.0,0.5939744670951232,0.0,0.0,0.0,0.8831425897934213,0.9001781235232106,0.0,0.2717678100263852,0.8764271578626883,0.9088211334807401,0.9399754845629357,0.0,0.0,0.0,0.0,0.9188807967989867
303,0.802177977498606,0.739195713612812,0.0,0.0,0.0,0.3543781314088419,0.5521359048305694,0.6448707603404743,0.7520356727413726,0.5721793867839288,0.048479847340055185,0.32863679373679505,0.7238865474427613,0.5484525402512195,0.6508693450371371,0.18480743144628173,0.7131607473060002,0.7407633463541666,0.35551225753918636,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.2717678100263852,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.5952387806212038
313,0.05687670154492079,0.027260951483749414,0.06602867409014905,0.01109963861641714,0.022814237239188507,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.1290935178933153,0.024571163653222074,0.3428553210482689,0.27062988281250006,0.03414080902666706,0.0,0.15867303027932084,0.0,0.05434391420139639,0.06303391617288888,0.48765107724645296,0.0,0.0,0.5818689631095078,0.05784110932352716,0.0,0.01711867666859011,0.04516760024895528,0.14478098568255918,0.0
314,0.05687670154492079,0.027260951483749414,0.06602867409014905,0.01109963861641714,0.022814237239188507,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.1290935178933153,0.024571163653222074,0.3428553210482689,0.28466796875000006,0.03414080902666706,0.0,0.15867303027932084,0.0,0.05434391420139639,0.06303391617288888,0.0,0.0,0.0,0.5818689631095078,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
315,0.9835667661626268,0.9713259538389072,0.9747411860969796,0.9683531233866804,0.9734315211898058,0.20876924275070743,0.9847242249459263,1.0000000000000002,1.0,0.13774772604059995,0.003842285773227778,0.8213197837949943,1.0,0.9263607717874565,0.8722569209993247,0.395405140884974,0.8940253777976153,0.9426676432291667,0.9182249105766717,0.9522696929238985,0.15867303027932084,0.955607476635514,0.9819693370762255,1.0,0.0,0.0,0.9809331709544833,1.0,1.0,0.0,0.0,0.0,0.0,0.0
319,0.00734739397120084,0.0,0.006296915578640292,0.0,0.0,0.0,0.0014419610670511893,0.0032797980060910534,0.005234587049243893,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.0,0.10999171076962316,0.06070963541666667,0.005147294035536686,0.0,0.020968625303184413,0.0,0.0,0.008142789632483915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10305722251098615,0.019603327672068856
327,0.8934955882835307,0.846767545925577,0.9747411860969796,0.6678368611254518,0.0,0.2951117572233327,0.8196196827685651,0.8785693833459147,0.9355370298565335,0.3884856333955785,0.02091338095360891,0.6403582677675668,0.9761552188935718,0.7548236716018475,0.8476958136394328,0.3419358162056354,0.875565899381496,0.907958984375,0.5939744670951232,0.0,0.0,0.0,0.8831425897934213,0.9001781235232106,0.9686459975477316,0.0,0.8764271578626883,0.9088211334807401,0.9399754845629357,0.0,0.13034557927806628,0.0,0.0,0.0
334,0.8934955882835307,0.846767545925577,0.9747411860969796,0.6678368611254518,0.0,0.4054671477895174,0.8196196827685651,0.8785693833459147,0.9355370298565335,0.5721793867839288,0.07452487170891461,0.6610714332006897,0.9761552188935718,0.7548236716018475,0.8722569209993247,0.395405140884974,0.8940253777976153,0.9426676432291667,0.5939744670951232,0.0,0.0,0.0,0.8831425897934213,0.9001781235232106,0.0,0.4762532981530343,0.8764271578626883,0.9088211334807401,0.9399754845629357,0.0,0.0,0.0,0.0,0.0
335,0.8934955882835307,0.846767545925577,0.9747411860969796,0.6678368611254518,0.0,0.4054671477895174,0.8196196827685651,0.8785693833459147,0.9355370298565335,0.5721793867839288,0.048479847340055185,0.6610714332006897,0.9761552188935718,0.7548236716018475,0.8722569209993247,0.395405140884974,0.8940253777976153,0.9426676432291667,0.5939744670951232,0.0,0.0,0.0,0.8831425897934213,0.9001781235232106,0.0,0.2717678100263852,0.8764271578626883,0.9088211334807401,0.9399754845629357,0.0,0.0,0.0,0.0,0.0
336,0.05687670154492079,0.027260951483749414,0.06602867409014905,0.01109963861641714,0.0,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.1290935178933153,0.024571163653222074,0.3428553210482689,0.28466796875000006,0.03414080902666706,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.48765107724645296,0.0,0.0,0.5818689631095078,0.05784110932352716,0.0,0.01711867666859011,0.0,0.0,0.0
338,0.05687670154492079,0.027260951483749414,0.0,0.0,0.0,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.1290935178933153,0.024571163653222074,0.3428553210482689,0.28466796875000006,0.03414080902666706,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.0,0.0,0.0,0.0,0.05784110932352716,0.0,0.0,0.0,0.0,0.09562739284377789
339,0.05687670154492079,0.027260951483749414,0.06602867409014905,0.01109963861641714,0.0,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.1290935178933153,0.024571163653222074,0.3428553210482689,0.28466796875000006,0.03414080902666706,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.0,0.0,0.0,0.5818689631095078,0.05784110932352716,0.0,0.0,0.0,0.0,0.09562739284377789
340,0.802177977498606,0.739195713612812,0.0,0.0,0.0,0.3543781314088419,0.5521359048305694,0.6448707603404743,0.7520356727413726,0.5721793867839288,0.048479847340055185,0.32863679373679505,0.7238865474427613,0.5484525402512195,0.6508693450371371,0.18480743144628173,0.7131607473060002,0.7407633463541666,0.35551225753918636,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.2717678100263852,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.0
342,0.9835667661626268,0.9713259538389072,0.9221601622256217,0.9683531233866804,0.9734315211898058,0.3465901715947146,0.9847242249459263,1.0000000000000002,1.0,0.45608698271188475,0.07452487170891461,0.7391670663262,1.0,0.9263607717874565,0.05156988521269413,0.1641855114270506,0.031116495568449917,0.0,0.9182249105766717,0.9522696929238985,0.0,0.955607476635514,0.9819693370762255,1.0,0.0,0.4762532981530343,0.9809331709544833,1.0,1.0,0.0,0.0,0.0,0.0,0.0
343,0.8934955882835307,0.846767545925577,0.9221601622256217,0.6678368611254518,0.0,0.3465901715947146,0.8196196827685651,0.8785693833459147,0.9355370298565335,0.45608698271188475,0.07452487170891461,0.4580487109359811,0.9406538330105936,0.6743859800578411,0.05156988521269413,0.11981661773038686,0.031116495568449917,0.0,0.44060255329048775,0.0,0.0,0.0,0.8831425897934213,0.9001781235232106,0.9686459975477316,0.4762532981530343,0.8764271578626883,0.9088211334807401,0.9399754845629357,0.0,0.11322690260947617,0.0,0.0,0.0
350,0.04952930757371995,0.027260951483749414,0.05973175851150876,0.01109963861641714,0.022814237239188507,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.020594193112761644,0.010851834681227357,0.04256200981954983,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.48765107724645296,0.0,0.0,0.5818689631095078,0.05784110932352716,0.0,0.0,0.04516760024895528,0.04172376317157303,0.07602406517170904
398,0.8934955882835307,0.846767545925577,0.9221601622256217,0.6678368611254518,0.0,0.2951117572233327,0.8196196827685651,0.8785693833459147,0.9355370298565335,0.35509909041624,0.02091338095360891,0.4580487109359811,0.9406538330105936,0.6743859800578411,0.05156988521269413,0.11981661773038686,0.031116495568449917,0.0,0.44060255329048775,0.0,0.0,0.0,0.8831425897934213,0.9001781235232106,0.0,0.0,0.8764271578626883,0.9088211334807401,0.9399754845629357,0.0,0.0,0.0,0.0,0.9188807967989867
399,0.7706563453275167,0.7342498822421102,0.4217866163862108,0.8998451213216314,0.7219695328857122,0.20876924275070743,0.7917042177361211,0.7956633781919464,1.0,0.06999578338654297,0.003842285773227778,0.2776834437257774,0.8546151801647872,0.5157120041438253,0.0,0.03688250141657652,0.0,0.0,0.4755285427632537,0.6675567423230975,0.0,0.9345794392523364,0.9395378967825525,0.9571412992111673,0.0,0.0,0.9360633277515604,1.0,1.0,0.0,0.0,0.0,0.0,0.9188807967989867
400,0.8934955882835307,0.846767545925577,0.4217866163862108,0.6678368611254518,0.0,0.20876924275070743,0.8196196827685651,0.8785693833459147,0.9355370298565335,0.13774772604059995,0.003842285773227778,0.5789187157318955,0.9761552188935718,0.7548236716018475,0.05156988521269413,0.1641855114270506,0.031116495568449917,0.0,0.5939744670951232,0.0,0.0,0.0,0.8831425897934213,0.9001781235232106,0.0,0.0,0.8764271578626883,0.9088211334807401,0.9399754845629357,0.0,0.0,0.0,0.0,0.9188807967989867
401,0.8934955882835307,0.846767545925577,0.9221601622256217,0.6678368611254518,0.0,0.20876924275070743,0.8196196827685651,0.8785693833459147,0.9355370298565335,0.13774772604059995,0.003842285773227778,0.4580487109359811,0.9406538330105936,0.6743859800578411,0.05156988521269413,0.11981661773038686,0.031116495568449917,0.0,0.44060255329048775,0.0,0.0,0.0,0.8831425897934213,0.9001781235232106,0.0,0.0,0.8764271578626883,0.9088211334807401,0.9399754845629357,0.0,0.0,0.0,0.0,0.9188807967989867
402,0.802177977498606,0.739195713612812,0.6950087160695861,0.5162622612287042,0.0,0.2563017574829314,0.6609589041095889,0.6957336595777911,0.9037902287708415,0.24679236190590928,0.02091338095360891,0.2637364061750639,0.8583361810380834,0.5484525402512195,0.0,0.04847267295111523,0.0,0.0,0.20882891790502223,0.0,0.0,0.0,0.7829482473187936,0.7989748809480534,0.2744788929760028,0.0,0.7704749581367027,0.16495985104154545,0.8333333333333333,0.0,0.031352183112136944,0.0,0.0,0.8349981289041135
414,0.802177977498606,0.739195713612812,0.0,0.0,0.0,0.2440227408426573,0.5521359048305694,0.6448707603404743,0.7520356727413726,0.3884856333955785,0.014956548647463833,0.32863679373679505,0.7238865474427613,0.5484525402512195,0.6508693450371371,0.18480743144628173,0.7131607473060002,0.7407633463541666,0.35551225753918636,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.0,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.5952387806212038
